"dato","fangst_i_kg"
"2016-05-25","1488"
"2016-05-26","3086"
"2016-05-27","4875"
"2016-05-28","1812"
"2016-05-29","1646"
"2016-05-30","3475"
"2016-05-31","75881"
"2016-06-01","5873"
"2016-06-02","2563"
"2016-06-03","2680"
"2016-06-04","420"
"2016-06-05","2936"
"2016-06-06","2964"
"2016-06-07","10045"
"2016-06-08","274753"
"2016-06-09","1982"
"2016-06-10","1973"
"2016-06-11","1658"
"2016-06-12","3018"
"2016-06-13","3444"
"2016-06-14","420379"
"2016-06-15","221290"
"2016-06-16","3128"
"2016-06-17","2891"
"2016-06-18","893"
"2016-06-20","2303"
"2016-06-21","3741"
"2016-06-22","1555"
"2016-06-23","298259"
"2016-06-24","2102"
"2016-06-25","1929"
"2016-06-26","225"
"2016-06-27","4484"
"2016-06-28","253860"
"2016-06-29","2800"
"2016-06-30","2203"
"2016-07-01","1163"
"2016-07-02","401"
"2016-07-03","839"
"2016-07-04","230287"
"2016-07-05","1244"
"2016-07-06","557"
"2016-07-07","1056"
"2016-07-08","653"
"2016-07-09","576"
"2016-07-10","204"
"2016-07-11","696"
"2016-07-12","659"
"2016-07-13","867"
"2016-07-14","446"
"2016-07-15","1580"
"2016-07-16","144"
"2016-07-17","689"
"2016-07-18","339804"
"2016-07-19","48678"
"2016-07-20","750324"
"2016-07-21","739339"
"2016-07-22","1047"
"2016-07-23","333"
"2016-07-25","861"
"2016-07-26","929"
"2016-07-27","959"
"2016-07-28","1164"
"2016-07-29","1720"
"2016-07-30","1531"
"2016-08-01","83"
"2016-08-02","27516"
"2016-08-03","3358"
"2016-08-04","2449"
"2016-08-05","3295"
"2016-08-06","848"
"2016-08-07","239"
"2016-08-08","2531"
"2016-08-09","645"
"2016-08-10","1182"
"2016-08-11","3162"
"2016-08-12","3492"
"2016-08-13","239"
"2016-08-14","201"
"2016-08-15","278022"
"2016-08-16","4561"
"2016-08-17","3444"
"2016-08-18","597563"
"2016-08-19","3342"
"2016-08-20","330"
"2016-08-21","1290"
"2016-08-22","7943"
"2016-08-23","3430"
"2016-08-24","5345"
"2016-08-25","3666"
"2016-08-26","2319"
"2016-08-27","684"
"2016-08-28","120"
"2016-08-29","829"
"2016-08-30","2579"
"2016-08-31","1558"
"2016-09-01","389"
"2016-09-02","13"
"2016-09-03","808"
"2016-09-04","746"
"2016-09-05","1892"
"2016-09-06","3132"
"2016-09-07","1042174"
"2016-09-08","6584"
"2016-09-09","2846"
"2016-09-10","2533"
"2016-09-11","1092"
"2016-09-12","752"
"2016-09-13","2590"
"2016-09-14","447731"
"2016-09-15","5414"
"2016-09-16","48554"
"2016-09-17","2158"
"2016-09-18","470"
"2016-09-19","4470"
"2016-09-20","2944"
"2016-09-21","67156"
"2016-09-22","299654"
"2016-09-23","3333"
"2016-09-24","1176"
"2016-09-25","192"
"2016-09-26","185308"
"2016-09-27","3629"
"2016-09-28","5395"
"2016-09-29","4947"
"2016-09-30","3475"
"2016-10-01","1848"
"2016-10-03","1461"
"2016-10-04","4227"
"2016-10-05","1209"
"2016-10-06","1038"
"2016-10-07","4757"
"2016-10-08","1938"
"2016-10-09","821"
"2016-10-10","279686"
"2016-10-11","4326"
"2016-10-12","2307"
"2016-10-13","676343"
"2016-10-14","985860"
"2016-10-15","2177"
"2016-10-16","809"
"2016-10-17","4860"
"2016-10-18","5795"
"2016-10-19","980264"
"2016-10-20","4595"
"2016-10-21","1120106"
"2016-10-22","636"
"2016-10-23","183"
"2016-10-24","6568"
"2016-10-25","3109"
"2016-10-26","210202"
"2016-10-27","1656"
"2016-10-28","575"
"2016-10-29","4305"
"2016-10-31","8670"
"2016-11-01","6491"
"2016-11-02","8302"
"2016-11-03","443852"
"2016-11-04","8670"
"2016-11-05","4131"
"2016-11-06","771"
"2016-11-07","9180"
"2016-11-08","4541"
"2016-11-09","11077"
"2016-11-10","6851"
"2016-11-11","12448"
"2016-11-12","4125"
"2016-11-13","113"
"2016-11-14","1541"
"2016-11-15","128598"
"2016-11-16","536008"
"2016-11-17","2462"
"2016-11-18","7240"
"2016-11-19","7523"
"2016-11-20","1029"
"2016-11-21","9762"
"2016-11-22","5131"
"2016-11-23","920984"
"2016-11-24","8597"
"2016-11-25","7206"
"2016-11-26","2801"
"2016-11-28","530"
"2016-11-29","175508"
"2016-11-30","1646"
"2016-12-02","3032"
"2016-12-03","7815"
"2016-12-05","5378"
"2016-12-06","1212302"
"2016-12-07","520263"
"2016-12-08","5073"
"2016-12-09","7188"
"2016-12-10","1289"
"2016-12-11","3731"
"2016-12-12","7379"
"2016-12-13","59421"
"2016-12-14","4386"
"2016-12-15","4006"
"2016-12-16","1314"
"2016-12-17","212"
"2016-12-18","42"
"2016-12-19","508157"
"2016-12-20","22418"
"2016-12-21","797817"
"2016-12-22","354182"
"2016-12-26","1301"
"2016-12-28","3359"
"2016-12-31","2502"
"2017-01-02","209781"
"2017-01-03","12107"
"2017-01-04","19820"
"2017-01-05","439258"
"2017-01-06","693"
"2017-01-10","23005"
"2017-01-11","38883"
"2017-01-12","46601"
"2017-01-13","45493"
"2017-01-14","31025"
"2017-01-15","23266"
"2017-01-16","692379"
"2017-01-17","404823"
"2017-01-18","6109"
"2017-01-19","870459"
"2017-01-20","1197"
"2017-01-21","755927"
"2017-01-22","189016"
"2017-01-23","134361"
"2017-01-24","178305"
"2017-01-25","2606"
"2017-01-26","80170"
"2017-01-27","20901"
"2017-01-28","101562"
"2017-01-29","47293"
"2017-01-30","62572"
"2017-01-31","457350"
"2017-02-01","289611"
"2017-02-02","251247"
"2017-02-03","626240"
"2017-02-04","705723"
"2017-02-05","762219"
"2017-02-06","645770"
"2017-02-07","908929"
"2017-02-08","1299802"
"2017-02-09","1008104"
"2017-02-10","1104329"
"2017-02-11","1171149"
"2017-02-12","172529"
"2017-02-13","1109245"
"2017-02-14","1747492"
"2017-02-15","696817"
"2017-02-16","621382"
"2017-02-17","351616"
"2017-02-18","126579"
"2017-02-19","392744"
"2017-02-20","454830"
"2017-02-21","527640"
"2017-02-22","1108179"
"2017-02-23","723785"
"2017-02-24","312695"
"2017-02-25","16775"
"2017-02-26","707140"
"2017-02-27","947571"
"2017-02-28","1201637"
"2017-03-01","923137"
"2017-03-02","451721"
"2017-03-03","691821"
"2017-03-04","895238"
"2017-03-05","1311087"
"2017-03-06","1185017"
"2017-03-07","1261565"
"2017-03-08","1402872"
"2017-03-09","1363721"
"2017-03-10","778226"
"2017-03-11","194222"
"2017-03-12","431067"
"2017-03-13","718928"
"2017-03-14","632393"
"2017-03-15","220162"
"2017-03-16","1190199"
"2017-03-17","291576"
"2017-03-18","79101"
"2017-03-19","748353"
"2017-03-20","599824"
"2017-03-21","649656"
"2017-03-22","915468"
"2017-03-23","1346698"
"2017-03-24","367319"
"2017-03-25","111078"
"2017-03-27","590895"
"2017-03-28","240647"
"2017-03-29","341583"
"2017-03-30","250319"
"2017-03-31","242980"
"2017-04-01","109669"
"2017-04-02","140489"
"2017-04-03","393543"
"2017-04-04","323825"
"2017-04-05","356982"
"2017-04-06","705206"
"2017-04-07","570733"
"2017-04-08","190687"
"2017-04-09","182493"
"2017-04-10","1081011"
"2017-04-11","838683"
"2017-04-12","198696"
"2017-04-13","54785"
"2017-04-14","83628"
"2017-04-15","138780"
"2017-04-16","62624"
"2017-04-17","113613"
"2017-04-18","47226"
"2017-04-19","528792"
"2017-04-20","329204"
"2017-04-21","344363"
"2017-04-23","21245"
"2017-04-24","1327584"
"2017-04-25","707286"
"2017-04-26","53548"
"2017-04-27","54053"
"2017-04-28","329126"
"2017-04-29","32545"
"2017-04-30","18978"
"2017-05-01","28557"
"2017-05-02","14271"
"2017-05-03","24603"
"2017-05-04","21259"
"2017-05-05","15480"
"2017-05-06","8545"
"2017-05-07","2205"
"2017-05-08","10686"
"2017-05-09","15707"
"2017-05-10","13811"
"2017-05-11","12111"
"2017-05-12","10922"
"2017-05-13","6832"
"2017-05-15","20613"
"2017-05-16","366214"
"2017-05-18","7281"
"2017-05-19","5329"
"2017-05-20","6742"
"2017-05-21","2088"
"2017-05-22","6651"
"2017-05-23","10187"
"2017-05-24","335391"
"2017-05-25","2055"
"2017-05-26","7229"
"2017-05-27","4775"
"2017-05-29","3872"
"2017-05-30","63046"
"2017-05-31","5669"
"2017-06-01","4747"
"2017-06-02","7127"
"2017-06-03","3113"
"2017-06-05","675"
"2017-06-06","5525"
"2017-06-07","3918"
"2017-06-08","5215"
"2017-06-09","6526"
"2017-06-10","4832"
"2017-06-11","12083"
"2017-06-12","4336"
"2017-06-13","281567"
"2017-06-14","3658"
"2017-06-15","3887"
"2017-06-16","24722"
"2017-06-17","1894"
"2017-06-18","17340"
"2017-06-19","2889"
"2017-06-20","1828"
"2017-06-21","5752"
"2017-06-22","474"
"2017-06-23","21018"
"2017-06-24","42392"
"2017-06-25","30"
"2017-06-26","1566"
"2017-06-27","2355"
"2017-06-28","2577"
"2017-06-29","541485"
"2017-06-30","584019"
"2017-07-01","506"
"2017-07-02","131"
"2017-07-03","1943"
"2017-07-04","384489"
"2017-07-05","790"
"2017-07-06","22144"
"2017-07-07","803"
"2017-07-08","196"
"2017-07-09","458897"
"2017-07-10","1016"
"2017-07-11","224447"
"2017-07-12","187552"
"2017-07-13","448"
"2017-07-14","53"
"2017-07-16","21496"
"2017-07-17","320"
"2017-07-18","22725"
"2017-07-19","16976"
"2017-07-20","2375"
"2017-07-21","1542"
"2017-07-22","698"
"2017-07-23","570"
"2017-07-24","56641"
"2017-07-25","68527"
"2017-07-26","987"
"2017-07-27","797"
"2017-07-28","16055"
"2017-07-29","1147"
"2017-07-30","501"
"2017-07-31","43368"
"2017-08-01","2166"
"2017-08-02","629373"
"2017-08-03","16513"
"2017-08-04","21174"
"2017-08-05","2149"
"2017-08-06","795578"
"2017-08-07","3488"
"2017-08-08","330549"
"2017-08-09","25043"
"2017-08-10","5416"
"2017-08-11","3228"
"2017-08-12","1406"
"2017-08-13","37521"
"2017-08-14","7298"
"2017-08-15","13898"
"2017-08-16","50135"
"2017-08-17","2566"
"2017-08-18","4432"
"2017-08-19","459896"
"2017-08-20","92"
"2017-08-21","2469"
"2017-08-22","25545"
"2017-08-23","15531"
"2017-08-24","845076"
"2017-08-25","15878"
"2017-08-26","2988"
"2017-08-27","1211"
"2017-08-28","6079"
"2017-08-29","1929"
"2017-08-30","17118"
"2017-08-31","709"
"2017-09-01","87593"
"2017-09-02","448671"
"2017-09-03","786"
"2017-09-04","3306"
"2017-09-05","2901"
"2017-09-06","16864"
"2017-09-07","3822"
"2017-09-08","2308"
"2017-09-09","2207"
"2017-09-10","1029"
"2017-09-11","698209"
"2017-09-12","2640"
"2017-09-13","8632"
"2017-09-14","58142"
"2017-09-15","2669"
"2017-09-16","104"
"2017-09-17","192"
"2017-09-18","3091"
"2017-09-19","2712"
"2017-09-20","3487"
"2017-09-21","3467"
"2017-09-22","70099"
"2017-09-23","1288"
"2017-09-24","635"
"2017-09-25","2187"
"2017-09-26","6818"
"2017-09-27","1963"
"2017-09-28","2683"
"2017-09-29","454741"
"2017-09-30","3246"
"2017-10-01","234"
"2017-10-02","572689"
"2017-10-03","1207"
"2017-10-04","1948"
"2017-10-05","3540"
"2017-10-06","1436"
"2017-10-07","1007"
"2017-10-08","366"
"2017-10-09","3255"
"2017-10-10","4137"
"2017-10-11","1487"
"2017-10-12","2274"
"2017-10-13","2257"
"2017-10-14","2736"
"2017-10-16","1354"
"2017-10-17","1767"
"2017-10-18","790"
"2017-10-19","2873"
"2017-10-20","2910"
"2017-10-21","1086"
"2017-10-22","2298"
"2017-10-23","3718"
"2017-10-24","3644"
"2017-10-25","2291"
"2017-10-26","3906"
"2017-10-27","1133"
"2017-10-28","580"
"2017-10-30","460"
"2017-10-31","330398"
"2017-11-01","3559"
"2017-11-02","200171"
"2017-11-03","454844"
"2017-11-06","1614"
"2017-11-07","2563"
"2017-11-08","1970"
"2017-11-09","502116"
"2017-11-10","359"
"2017-11-11","949"
"2017-11-12","1971"
"2017-11-13","1581"
"2017-11-14","3460"
"2017-11-15","3923"
"2017-11-16","586023"
"2017-11-17","2586"
"2017-11-18","1575"
"2017-11-19","164"
"2017-11-20","5661"
"2017-11-21","3207"
"2017-11-22","5063"
"2017-11-23","45"
"2017-11-24","2352"
"2017-11-25","610"
"2017-11-27","3011"
"2017-11-28","2910"
"2017-11-29","2883"
"2017-11-30","7754"
"2017-12-01","841"
"2017-12-02","3074"
"2017-12-03","249237"
"2017-12-04","599724"
"2017-12-05","385843"
"2017-12-06","5108"
"2017-12-07","10347"
"2017-12-08","1649"
"2017-12-09","3732"
"2017-12-10","713"
"2017-12-11","189095"
"2017-12-12","316446"
"2017-12-13","8026"
"2017-12-14","311863"
"2017-12-15","12378"
"2017-12-16","11852"
"2017-12-17","601594"
"2017-12-18","5519"
"2017-12-19","67569"
"2017-12-20","151493"
"2017-12-21","445613"
"2017-12-27","266"
"2017-12-28","2594"
"2017-12-29","1989"
"2017-12-30","1026"
"2017-12-31","75"
"2018-01-01","23"
"2018-01-02","10281"
"2018-01-03","6466"
"2018-01-04","11655"
"2018-01-05","15546"
"2018-01-06","8999"
"2018-01-07","5963"
"2018-01-08","1769"
"2018-01-09","6239"
"2018-01-10","19384"
"2018-01-11","29822"
"2018-01-12","30895"
"2018-01-13","19629"
"2018-01-14","14882"
"2018-01-15","2802"
"2018-01-16","232643"
"2018-01-17","18532"
"2018-01-18","394359"
"2018-01-19","546366"
"2018-01-20","42876"
"2018-01-21","29864"
"2018-01-22","942704"
"2018-01-23","317682"
"2018-01-24","854977"
"2018-01-25","119436"
"2018-01-26","75248"
"2018-01-27","231849"
"2018-01-28","1141606"
"2018-01-29","495607"
"2018-01-30","966522"
"2018-01-31","361759"
"2018-02-01","507860"
"2018-02-02","489135"
"2018-02-03","502503"
"2018-02-04","424830"
"2018-02-05","117611"
"2018-02-06","352261"
"2018-02-07","537181"
"2018-02-08","286906"
"2018-02-09","418094"
"2018-02-10","267532"
"2018-02-11","655142"
"2018-02-12","2012796"
"2018-02-13","572146"
"2018-02-14","1226181"
"2018-02-15","688601"
"2018-02-16","1171420"
"2018-02-17","581091"
"2018-02-18","578382"
"2018-02-19","1191637"
"2018-02-20","1506275"
"2018-02-21","983091"
"2018-02-22","933517"
"2018-02-23","568346"
"2018-02-24","741387"
"2018-02-25","463690"
"2018-02-26","1244818"
"2018-02-27","999098"
"2018-02-28","623140"
"2018-03-01","133152"
"2018-03-02","1023316"
"2018-03-03","555205"
"2018-03-04","396226"
"2018-03-05","701567"
"2018-03-06","477303"
"2018-03-07","1092756"
"2018-03-08","1180621"
"2018-03-09","409467"
"2018-03-10","395886"
"2018-03-11","576832"
"2018-03-12","424024"
"2018-03-13","737181"
"2018-03-14","1522851"
"2018-03-15","984644"
"2018-03-16","671909"
"2018-03-17","293791"
"2018-03-18","59103"
"2018-03-19","6783"
"2018-03-20","1403537"
"2018-03-21","270990"
"2018-03-22","286378"
"2018-03-23","497990"
"2018-03-24","326629"
"2018-03-25","107947"
"2018-03-26","552905"
"2018-03-27","586998"
"2018-03-28","347713"
"2018-03-29","182067"
"2018-03-30","269467"
"2018-03-31","344767"
"2018-04-01","113034"
"2018-04-02","101672"
"2018-04-03","926672"
"2018-04-04","620085"
"2018-04-05","88226"
"2018-04-06","1182649"
"2018-04-07","72742"
"2018-04-08","90175"
"2018-04-09","256656"
"2018-04-10","853793"
"2018-04-11","176563"
"2018-04-12","178033"
"2018-04-13","183987"
"2018-04-14","174056"
"2018-04-15","21821"
"2018-04-16","222982"
"2018-04-17","142054"
"2018-04-18","116417"
"2018-04-19","44424"
"2018-04-20","55398"
"2018-04-21","91131"
"2018-04-22","11750"
"2018-04-23","27712"
"2018-04-24","95002"
"2018-04-25","311880"
"2018-04-26","61678"
"2018-04-27","54613"
"2018-04-28","51950"
"2018-04-29","48501"
"2018-04-30","177724"
"2018-05-01","9850"
"2018-05-02","24669"
"2018-05-03","40690"
"2018-05-04","70521"
"2018-05-05","32740"
"2018-05-07","4701"
"2018-05-08","75215"
"2018-05-09","56911"
"2018-05-10","2611"
"2018-05-11","83382"
"2018-05-12","29674"
"2018-05-13","1843"
"2018-05-14","427181"
"2018-05-15","4692"
"2018-05-16","432579"
"2018-05-18","53550"
"2018-05-22","61044"
"2018-05-23","67085"
"2018-05-24","111805"
"2018-05-25","34562"
"2018-05-26","38522"
"2018-05-27","1328"
"2018-05-28","4729"
"2018-05-29","1169"
"2018-05-30","21793"
"2018-05-31","30841"
"2018-06-01","493727"
"2018-06-02","3023"
"2018-06-03","296"
"2018-06-04","1591"
"2018-06-05","2873"
"2018-06-06","4008"
"2018-06-07","3953"
"2018-06-08","17756"
"2018-06-09","243019"
"2018-06-10","120"
"2018-06-11","30049"
"2018-06-12","3437"
"2018-06-13","18253"
"2018-06-14","16068"
"2018-06-15","279054"
"2018-06-17","106"
"2018-06-18","290172"
"2018-06-19","3459"
"2018-06-20","3873"
"2018-06-21","2480"
"2018-06-22","2353"
"2018-06-23","1421"
"2018-06-24","65"
"2018-06-25","2638"
"2018-06-26","651"
"2018-06-28","449"
"2018-06-29","828"
"2018-06-30","374"
"2018-07-02","18438"
"2018-07-03","228194"
"2018-07-04","398215"
"2018-07-05","27749"
"2018-07-07","1669"
"2018-07-09","413"
"2018-07-10","23895"
"2018-07-11","716"
"2018-07-12","1181"
"2018-07-13","2143"
"2018-07-14","1353"
"2018-07-15","694"
"2018-07-16","1366"
"2018-07-17","122440"
"2018-07-18","925235"
"2018-07-19","468139"
"2018-07-20","68"
"2018-07-21","1258"
"2018-07-22","1171"
"2018-07-23","65"
"2018-07-24","1567"
"2018-07-25","2244"
"2018-07-26","1190"
"2018-07-27","338"
"2018-07-28","1563"
"2018-07-30","49558"
"2018-07-31","2098"
"2018-08-01","1118"
"2018-08-02","1373"
"2018-08-03","1002"
"2018-08-04","990"
"2018-08-05","43590"
"2018-08-06","1434"
"2018-08-07","3003"
"2018-08-08","3697"
"2018-08-09","2077"
"2018-08-10","1314"
"2018-08-11","173"
"2018-08-12","371"
"2018-08-13","692"
"2018-08-14","2409"
"2018-08-15","3386"
"2018-08-16","4887"
"2018-08-17","4347"
"2018-08-18","1499"
"2018-08-19","464"
"2018-08-20","2183"
"2018-08-21","789"
"2018-08-22","3498"
"2018-08-23","2734"
"2018-08-24","2216"
"2018-08-25","1860"
"2018-08-26","247"
"2018-08-27","2613"
"2018-08-28","1743"
"2018-08-29","5005"
"2018-08-30","2101"
"2018-08-31","1791"
"2018-09-01","919"
"2018-09-02","92"
"2018-09-03","552"
"2018-09-04","1998"
"2018-09-05","1514"
"2018-09-06","4259"
"2018-09-07","3181"
"2018-09-08","2163"
"2018-09-09","604"
"2018-09-10","4348"
"2018-09-11","613950"
"2018-09-12","1894"
"2018-09-13","2171"
"2018-09-14","1815"
"2018-09-15","803"
"2018-09-16","1016"
"2018-09-17","444430"
"2018-09-18","14814"
"2018-09-19","571586"
"2018-09-20","561"
"2018-09-21","108"
"2018-09-22","312"
"2018-09-23","96"
"2018-09-24","63"
"2018-09-25","65"
"2018-09-26","103"
"2018-09-27","75197"
"2018-09-28","258"
"2018-09-29","694"
"2018-09-30","132"
"2018-10-01","1926"
"2018-10-02","573"
"2018-10-03","2128"
"2018-10-04","18384"
"2018-10-05","1854"
"2018-10-06","637"
"2018-10-07","39"
"2018-10-08","1558"
"2018-10-10","243"
"2018-10-11","1640"
"2018-10-12","947"
"2018-10-13","43"
"2018-10-14","31"
"2018-10-15","2377"
"2018-10-16","559"
"2018-10-17","1938"
"2018-10-18","1074"
"2018-10-19","444011"
"2018-10-20","991"
"2018-10-21","59"
"2018-10-23","1481"
"2018-10-24","885"
"2018-10-25","2842"
"2018-10-26","1773"
"2018-10-27","1599"
"2018-10-28","754"
"2018-10-29","721"
"2018-10-30","1396"
"2018-10-31","1643"
"2018-11-01","613625"
"2018-11-02","2696"
"2018-11-03","649"
"2018-11-04","402"
"2018-11-05","30"
"2018-11-06","403"
"2018-11-07","2061"
"2018-11-08","5192"
"2018-11-09","4377"
"2018-11-10","3373"
"2018-11-11","91"
"2018-11-12","4876"
"2018-11-13","592358"
"2018-11-14","150756"
"2018-11-15","2658"
"2018-11-16","48"
"2018-11-17","712"
"2018-11-18","2135"
"2018-11-19","2549"
"2018-11-20","1749"
"2018-11-21","4955"
"2018-11-22","4752"
"2018-11-23","735"
"2018-11-24","83"
"2018-11-25","525"
"2018-11-26","2718"
"2018-11-27","7120"
"2018-11-28","8731"
"2018-11-29","10055"
"2018-11-30","2620"
"2018-12-01","4271"
"2018-12-02","672"
"2018-12-03","3384"
"2018-12-04","7460"
"2018-12-05","8295"
"2018-12-06","6487"
"2018-12-07","145739"
"2018-12-08","5483"
"2018-12-09","3609"
"2018-12-10","269296"
"2018-12-11","12569"
"2018-12-12","218447"
"2018-12-13","1046"
"2018-12-14","1586"
"2018-12-15","5326"
"2018-12-16","8659"
"2018-12-17","11742"
"2018-12-18","260584"
"2018-12-19","313552"
"2018-12-20","267867"
"2018-12-21","18959"
"2018-12-27","335427"
"2018-12-28","454469"
"2018-12-29","1240440"
"2018-12-31","114"
"2019-01-02","2737"
"2019-01-03","11503"
"2019-01-04","17131"
"2019-01-05","39491"
"2019-01-06","12128"
"2019-01-07","476245"
"2019-01-08","378"
"2019-01-09","384085"
"2019-01-10","19933"
"2019-01-13","24428"
"2019-01-14","311747"
"2019-01-15","46857"
"2019-01-16","73101"
"2019-01-17","96652"
"2019-01-18","37645"
"2019-01-19","48594"
"2019-01-20","49687"
"2019-01-21","447173"
"2019-01-22","106249"
"2019-01-23","889921"
"2019-01-24","153816"
"2019-01-25","188663"
"2019-01-26","132401"
"2019-01-27","508938"
"2019-01-28","758432"
"2019-01-29","949010"
"2019-01-30","728716"
"2019-01-31","863755"
"2019-02-01","400172"
"2019-02-02","487200"
"2019-02-03","294156"
"2019-02-04","477600"
"2019-02-05","585984"
"2019-02-06","1201474"
"2019-02-07","472088"
"2019-02-08","465570"
"2019-02-09","348507"
"2019-02-10","367849"
"2019-02-11","800665"
"2019-02-12","78855"
"2019-02-13","429832"
"2019-02-14","116270"
"2019-02-15","75975"
"2019-02-16","38301"
"2019-02-17","51645"
"2019-02-18","739019"
"2019-02-19","228933"
"2019-02-20","905242"
"2019-02-21","1301104"
"2019-02-22","479002"
"2019-02-23","79385"
"2019-02-24","23171"
"2019-02-25","187326"
"2019-02-26","708790"
"2019-02-27","333709"
"2019-02-28","808252"
"2019-03-01","801097"
"2019-03-02","610660"
"2019-03-03","585794"
"2019-03-04","351455"
"2019-03-05","280635"
"2019-03-06","187949"
"2019-03-07","572931"
"2019-03-08","564836"
"2019-03-09","278960"
"2019-03-10","358711"
"2019-03-11","1414537"
"2019-03-12","1015476"
"2019-03-13","964548"
"2019-03-14","974803"
"2019-03-15","933383"
"2019-03-16","414869"
"2019-03-17","408431"
"2019-03-18","432525"
"2019-03-19","543990"
"2019-03-20","440256"
"2019-03-21","414893"
"2019-03-22","64005"
"2019-03-23","17498"
"2019-03-24","2175"
"2019-03-25","172745"
"2019-03-26","289785"
"2019-03-27","301893"
"2019-03-28","133417"
"2019-03-29","185222"
"2019-03-30","12227"
"2019-03-31","35391"
"2019-04-01","218852"
"2019-04-02","433892"
"2019-04-03","245254"
"2019-04-04","131231"
"2019-04-05","243035"
"2019-04-06","210951"
"2019-04-07","101709"
"2019-04-08","166252"
"2019-04-09","482753"
"2019-04-10","263546"
"2019-04-11","250235"
"2019-04-12","123471"
"2019-04-13","91609"
"2019-04-14","226008"
"2019-04-15","191500"
"2019-04-16","120126"
"2019-04-17","610968"
"2019-04-18","39448"
"2019-04-19","31677"
"2019-04-20","73730"
"2019-04-21","2129"
"2019-04-22","35373"
"2019-04-23","48314"
"2019-04-24","169293"
"2019-04-25","154004"
"2019-04-26","159913"
"2019-04-27","34408"
"2019-04-28","72725"
"2019-04-29","37355"
"2019-04-30","36133"
"2019-05-01","36335"
"2019-05-02","29695"
"2019-05-03","39172"
"2019-05-04","1704"
"2019-05-05","6143"
"2019-05-06","7725"
"2019-05-07","40602"
"2019-05-08","3343"
"2019-05-09","25105"
"2019-05-10","33562"
"2019-05-11","7962"
"2019-05-12","330"
"2019-05-13","19032"
"2019-05-14","32231"
"2019-05-15","54823"
"2019-05-16","47606"
"2019-05-18","5932"
"2019-05-19","1527"
"2019-05-20","25000"
"2019-05-21","19746"
"2019-05-22","43828"
"2019-05-23","16215"
"2019-05-24","1179"
"2019-05-25","5212"
"2019-05-26","4153"
"2019-05-27","36131"
"2019-05-28","17408"
"2019-05-29","32009"
"2019-05-30","23005"
"2019-05-31","4264"
"2019-06-01","34831"
"2019-06-02","9985"
"2019-06-03","172343"
"2019-06-04","16837"
"2019-06-05","465617"
"2019-06-06","23874"
"2019-06-07","37477"
"2019-06-08","4883"
"2019-06-09","2295"
"2019-06-11","99852"
"2019-06-12","368033"
"2019-06-13","8112"
"2019-06-14","2560"
"2019-06-15","1988"
"2019-06-16","2938"
"2019-06-17","2435"
"2019-06-18","2454"
"2019-06-19","4646"
"2019-06-20","2117"
"2019-06-21","3300"
"2019-06-22","2876"
"2019-06-23","1167"
"2019-06-24","2347"
"2019-06-25","148257"
"2019-06-26","489"
"2019-06-27","376875"
"2019-06-28","511"
"2019-06-29","623"
"2019-07-01","487"
"2019-07-02","1075"
"2019-07-03","2736"
"2019-07-04","284"
"2019-07-05","2145"
"2019-07-06","783"
"2019-07-07","542"
"2019-07-08","649"
"2019-07-09","900"
"2019-07-10","335581"
"2019-07-11","795492"
"2019-07-12","915"
"2019-07-13","493"
"2019-07-15","982"
"2019-07-16","458581"
"2019-07-17","22585"
"2019-07-18","247117"
"2019-07-19","606"
"2019-07-20","945"
"2019-07-21","16740"
"2019-07-22","420"
"2019-07-23","756"
"2019-07-24","360"
"2019-07-25","653"
"2019-07-26","494"
"2019-07-27","488"
"2019-07-28","459"
"2019-07-29","24"
"2019-07-31","1161"
"2019-08-01","2874"
"2019-08-02","1601"
"2019-08-03","1413"
"2019-08-04","338"
"2019-08-05","2714"
"2019-08-06","4860"
"2019-08-07","2991"
"2019-08-08","2919"
"2019-08-09","2976"
"2019-08-10","2096"
"2019-08-11","249"
"2019-08-12","4183"
"2019-08-13","1433"
"2019-08-14","3798"
"2019-08-15","2418"
"2019-08-16","3288"
"2019-08-17","1578"
"2019-08-18","1332"
"2019-08-19","3388"
"2019-08-20","284689"
"2019-08-21","5085"
"2019-08-22","3337"
"2019-08-23","3190"
"2019-08-24","1958"
"2019-08-25","201"
"2019-08-26","4454"
"2019-08-27","1655"
"2019-08-28","5040"
"2019-08-29","4206"
"2019-08-30","3769"
"2019-08-31","1726"
"2019-09-01","1354"
"2019-09-02","2884"
"2019-09-03","1263"
"2019-09-04","15"
"2019-09-05","2822"
"2019-09-06","1443"
"2019-09-07","2244"
"2019-09-08","453"
"2019-09-09","3116"
"2019-09-10","3126"
"2019-09-11","3653"
"2019-09-12","3668"
"2019-09-13","1116"
"2019-09-14","2036"
"2019-09-15","328"
"2019-09-16","2155"
"2019-09-17","1479"
"2019-09-18","979"
"2019-09-19","1049"
"2019-09-20","1388"
"2019-09-21","1596"
"2019-09-22","87624"
"2019-09-23","2259"
"2019-09-24","134810"
"2019-09-25","5423"
"2019-09-26","1840"
"2019-09-27","2863"
"2019-09-28","606"
"2019-09-29","786"
"2019-09-30","821"
"2019-10-01","108"
"2019-10-02","904"
"2019-10-03","2192"
"2019-10-04","369214"
"2019-10-05","1635"
"2019-10-06","236"
"2019-10-07","1766"
"2019-10-08","216357"
"2019-10-09","2103"
"2019-10-10","2269"
"2019-10-11","2188"
"2019-10-12","2152"
"2019-10-13","607"
"2019-10-14","512968"
"2019-10-15","2593"
